gem_id,meaning_representation,target,references
viggo-train-924,"verify_attribute(name[Metro 2033], esrb[M (for Mature)], rating[good], player_perspective[first person])",It's cool that you loved Metro 2033. Do you love other first person games that are rated Mature?,"[""It's cool that you loved Metro 2033. Do you love other first person games that are rated Mature?""]"
viggo-train-925,"verify_attribute(name[Metro 2033], esrb[M (for Mature)], rating[good], player_perspective[first person])",Earlier you said that you liked Metro 2033. Is it safe to say you're a fan of first person perspective games rated M (for Mature)?,"[""Earlier you said that you liked Metro 2033. Is it safe to say you're a fan of first person perspective games rated M (for Mature)?""]"
viggo-train-926,"verify_attribute(name[Metro 2033], esrb[M (for Mature)], rating[good], player_perspective[first person])","So you had a good time playing Metro 2033. I can't help but wonder, do you find playing M rated games most immersive when played from a first person perspective?","[""So you had a good time playing Metro 2033. I can't help but wonder, do you find playing M rated games most immersive when played from a first person perspective?""]"
viggo-train-927,"inform(name[Might & Magic: Heroes VI], release_year[2011], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])",Might & Magic: Heroes VI was released in 2011 as a strategic turn-based role-playing game that you play multiplayer with a bird view perspective. It received average ratings.,['Might & Magic: Heroes VI was released in 2011 as a strategic turn-based role-playing game that you play multiplayer with a bird view perspective. It received average ratings.']
viggo-train-928,"inform(name[Might & Magic: Heroes VI], release_year[2011], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])","Might & Magic: Heroes VI is a bird view, role-playing turn-based strategy game released in 2011. It has only an average rating, but has multiplayer.","['Might & Magic: Heroes VI is a bird view, role-playing turn-based strategy game released in 2011. It has only an average rating, but has multiplayer.']"
viggo-train-929,"inform(name[Might & Magic: Heroes VI], release_year[2011], rating[average], genres[role-playing, turn-based strategy], player_perspective[bird view], has_multiplayer[yes])","If you like role-playing games, Might & Magic: Heroes VI is an average multiplayer turn-based strategy game. It came out in 2011 and is set in bird view perspective.","['If you like role-playing games, Might & Magic: Heroes VI is an average multiplayer turn-based strategy game. It came out in 2011 and is set in bird view perspective.']"
viggo-train-930,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], genres[role-playing, turn-based strategy], platforms[PC], has_linux_release[no], has_mac_release[no])","Age of Wonders II: The Wizard's Throne is a role-playing turn-based strategy that was released for PC only, but does not have a Linux or Mac release. It was released in 2002.","[""Age of Wonders II: The Wizard's Throne is a role-playing turn-based strategy that was released for PC only, but does not have a Linux or Mac release. It was released in 2002.""]"
viggo-train-931,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], genres[role-playing, turn-based strategy], platforms[PC], has_linux_release[no], has_mac_release[no])",Age of Wonders II: The Wizard's Throne is a role-playing turn-based strategy released in 2002 exclusively for PC. The game has no Linux or Mac release.,"[""Age of Wonders II: The Wizard's Throne is a role-playing turn-based strategy released in 2002 exclusively for PC. The game has no Linux or Mac release.""]"
viggo-train-932,"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], genres[role-playing, turn-based strategy], platforms[PC], has_linux_release[no], has_mac_release[no])",Age of Wonders II: The Wizard's Throne is a PC game released in 2002. It is a role-playing turn-based strategy. It was not released on Linux or Mac.,"[""Age of Wonders II: The Wizard's Throne is a PC game released in 2002. It is a role-playing turn-based strategy. It was not released on Linux or Mac.""]"
viggo-train-933,"recommend(name[The Wolf Among Us], developer[Telltale Games], genres[adventure, point-and-click])","Since you seem to be a fan of adventure point-and-click games by Telltale Games, I thought you might like The Wolf Among Us too. Have you heard about the game?","['Since you seem to be a fan of adventure point-and-click games by Telltale Games, I thought you might like The Wolf Among Us too. Have you heard about the game?']"
viggo-train-934,"recommend(name[The Wolf Among Us], developer[Telltale Games], genres[adventure, point-and-click])","So, speaking of point-and-click adventure games released by Telltale Games, have you heard of The Wolf Among Us?","['So, speaking of point-and-click adventure games released by Telltale Games, have you heard of The Wolf Among Us?']"
viggo-train-935,"recommend(name[The Wolf Among Us], developer[Telltale Games], genres[adventure, point-and-click])",I think my favorite out of all the point-and-click adventure games made by Telltale Games might actually be The Wolf Among Us. Have you played it?,['I think my favorite out of all the point-and-click adventure games made by Telltale Games might actually be The Wolf Among Us. Have you played it?']
viggo-train-936,"request_explanation(developer[Evolution Studios], rating[poor], has_multiplayer[yes])",What is it about Evolution Studios multiplayer games that you find so off-putting?,['What is it about Evolution Studios multiplayer games that you find so off-putting?']
viggo-train-937,"request_explanation(developer[Evolution Studios], rating[poor], has_multiplayer[yes])",Why makes you hate multiplayer games made by Evolution Studios?,['Why makes you hate multiplayer games made by Evolution Studios?']
viggo-train-938,"request_explanation(developer[Evolution Studios], rating[poor], has_multiplayer[yes])",Why do you dislike Evolution Studios' multiplayer games?,"[""Why do you dislike Evolution Studios' multiplayer games?""]"
viggo-train-939,"inform(name[Driver], release_year[1999], rating[average], genres[driving/racing, simulation])",Driver is an average driving/racing game that is played in a simulation style. It was released in 1999.,['Driver is an average driving/racing game that is played in a simulation style. It was released in 1999.']
viggo-train-940,"inform(name[Driver], release_year[1999], rating[average], genres[driving/racing, simulation])","If you're interested in a driving/racing simulation game, try Driver. It was released in 1999 and has average ratings.","[""If you're interested in a driving/racing simulation game, try Driver. It was released in 1999 and has average ratings.""]"
viggo-train-941,"inform(name[Driver], release_year[1999], rating[average], genres[driving/racing, simulation])",Driver is a driving/racing simulator released in 1999 to average reviews.,['Driver is a driving/racing simulator released in 1999 to average reviews.']
viggo-train-942,"inform(name[Never Alone], release_year[2014], esrb[T (for Teen)], rating[average], genres[adventure, indie, platformer], player_perspective[side view], has_multiplayer[yes])","Never Alone is a T (for Teen) game released in 2014. It is a multiplayer, side view indie adventure-platformer with average ratings.","['Never Alone is a T (for Teen) game released in 2014. It is a multiplayer, side view indie adventure-platformer with average ratings.']"
viggo-train-943,"inform(name[Never Alone], release_year[2014], esrb[T (for Teen)], rating[average], genres[adventure, indie, platformer], player_perspective[side view], has_multiplayer[yes])",Never Alone was released in 2014. It is an indie adventure platformer game that is rated T (for Teen). The player perspective is side view and it can be played on multiplayer. It has average rating.,['Never Alone was released in 2014. It is an indie adventure platformer game that is rated T (for Teen). The player perspective is side view and it can be played on multiplayer. It has average rating.']
viggo-train-944,"inform(name[Never Alone], release_year[2014], esrb[T (for Teen)], rating[average], genres[adventure, indie, platformer], player_perspective[side view], has_multiplayer[yes])",If you are into indie adventure platformer games then you should try the 2014 video game called Never Alone which uses a side view perspective. This game has an average rating which the ESRB rated T (for Teen) and has multiplayer.,['If you are into indie adventure platformer games then you should try the 2014 video game called Never Alone which uses a side view perspective. This game has an average rating which the ESRB rated T (for Teen) and has multiplayer.']
